PI576381	0.0226217	0.0412111	0.010057
PI576385	-0.0117346	-0.0834066	-0.0376449
PI576386	-0.0174734	-0.0397268	-0.042
PI576387	0.0218895	0.0383832	0.00428485
PI576390	0.0231073	0.0420611	0.00547454
PI576391	0.0138596	0.0108791	-0.0151614
PI576393	-0.014534	-0.0785509	-0.0345034
PI576394	0.0128489	0.012567	-0.00826443
PI576418	-0.0011536	-0.0395048	-0.0275553
PI576422	-0.0281183	-0.0596047	-0.0472467
PI576425	0.0200157	0.0412342	-0.0130481
PI576426	-0.0114287	-0.0813221	-0.0391977
PI576428	-0.00931436	-0.0430061	0.0397038
PI576435	0.00960194	0.0318829	0.0784465
PI576437	0.0170454	0.0331609	0.0188776
PI576348	0.00339989	0.0195233	0.0691711
PI585291	-0.0649239	-0.105735	0.326419
PI585295	-0.0033005	-0.0512827	-0.0351064
PI595702	0.0179038	0.0319326	-0.00485367
PI595714	0.0197043	0.038371	-0.0132646
PI595718	0.0065091	-0.0146852	-0.0124852
PI595720	0.0169264	0.0281589	0.00334468
PI595739	-0.00967551	-0.0765199	-0.0349128
PI595740	0.0219523	0.0382575	0.00447264
PI595743	0.0131444	0.0316408	0.0299879
PI595744	0.019127	0.0339615	-0.0164053
PI595745	0.0175405	0.0337391	-0.0102746
PI597945	0.0195479	0.0337534	0.00234709
PI597946	-0.0254568	-0.0541645	0.0895944
PI597949	0.0196383	0.0362709	0.0126391
PI597950	-0.00165845	-0.017408	-0.024228
PI597951	0.0110574	0.0222189	-0.0120127
PI597952	-0.0305454	-0.0588029	-0.0490701
PI597957	-0.00495741	-0.0247669	0.0170438
PI597958	-0.021984	-0.065669	0.0377237
PI597960	0.0125991	0.0217176	-0.00969573
PI597964	0.0139002	0.0294827	-0.00733064
PI597965	0.0236089	0.043827	0.00937634
PI597966	0.0233979	0.0413498	0.00633734
PI597968	0.0236449	0.0446101	0.00233854
PI597971	0.0216734	0.0364203	-0.00360695
PI597972	0.0182793	0.0294455	0.00142693
PI597973	0.0100024	0.00272599	-0.00827769
PI597976	0.0112158	0.0072832	-0.00504278
PI597980	-0.0321404	-0.0525402	-0.0457981
PI597982	0.0226668	0.0391581	0.00499412
PI598069	0.0188844	0.0284748	1.5933e-05
PI598070	-0.0421941	-0.0922626	0.240992
PI601816	-0.0428373	-0.0935742	0.241339
PI607931	0.0245374	0.0454051	0.0104143
PI609456	0.0203954	0.0394537	-0.00611066
PI613536	-0.470219	0.176781	-0.0463712
PI629034	-0.00595465	-0.046172	-0.0253716
PI629040	0.0162115	0.0258455	-0.00127416
PI641836	-0.00494309	-0.0554444	-0.0364102
PI641849	0.0201532	0.0395538	-0.0140273
PI641874	-0.00613607	-0.0479848	-0.0284114
PI642992	-0.00991028	-0.0801036	-0.04391
PI651492	0.0233804	0.0400367	0.00676881
PI651496	0.0025953	-0.0247405	-0.0176033
PI655970	0.0206139	0.040672	-0.00807306
PI655971	0.0230923	0.0431778	-0.0171844
PI655973	-0.0113098	-0.0860697	-0.0441685
PI655974	0.0183237	0.0220955	-0.00102724
PI655975	0.0230037	0.0430943	-0.0166287
PI655976	0.0203657	0.0315906	-0.0205776
PI655977	0.0202489	0.0396948	-0.0134271
PI655979	0.022011	0.0337678	0.0055166
PI655980	-0.00794537	-0.0575241	-0.0374558
PI655982	-0.0536973	-0.0919408	0.293535
PI655983	0.0232272	0.0423543	-0.0121684
PI655984	0.0201729	0.0396249	-0.0138985
PI655985	0.0226851	0.0413141	-0.0153578
PI655989	-0.00344446	-0.0570308	-0.0434766
PI655990	0.0227016	0.0399915	-0.0170998
PI655991	-0.00858178	-0.0757865	-0.0445466
PI655992	0.0227667	0.0418618	-0.0174838
PI655993	0.0231263	0.0431773	-0.0164449
PI655994	0.0203478	0.0312979	-0.0202078
PI655996	0.0193842	0.0334212	-0.0128355
PI655997	-0.00170257	0.00958286	0.060601
PI655998	-0.00905826	-0.0704167	-0.0355165
PI655999	-0.0133494	-0.0499109	-0.037455
PI656000	-0.0538578	-0.0834816	0.277063
PI656001	0.0243155	0.0441589	-0.00745227
PI656002	0.0225862	0.0382938	-0.00310343
PI656004	0.0213137	0.0407518	-0.0127342
PI656006	-0.013561	-0.0496702	-0.0344961
PI656008	0.000583564	0.0133137	0.0620585
PI656009	0.0212657	0.036212	0.00609074
PI656010	0.0235889	0.0423996	-0.000261804
PI656011	-0.0120221	-0.0486579	-0.034094
PI656012	0.00951462	0.0316342	0.0743514
PI656013	-0.0109678	-0.0855912	-0.0435325
PI656014	-0.00907134	-0.0654198	-0.0286098
PI656016	-0.0366824	-0.0899632	0.0590066
PI656017	0.00692479	0.0228684	0.0696001
PI656019	-0.0116804	-0.0874377	-0.044732
PI656021	-0.00375477	-0.0568835	-0.0429548
PI656022	-0.00799046	-0.0746364	-0.0422092
PI656024	0.0228742	0.0414111	-0.0159324
PI656025	0.0105193	0.0338423	0.0745074
PI656027	-0.0110606	-0.0717998	-0.0316866
PI656028	0.0214376	0.0368414	0.00391181
PI656029	0.0188194	0.0387683	-0.00974729
PI656031	0.0162865	0.0143665	-0.0176227
PI656032	0.0233646	0.0433051	0.00739783
PI656033	0.0142852	0.0361405	-0.00815909
PI656034	-0.0115927	-0.0874571	-0.0446358
PI656036	0.0239947	0.0458039	0.00879244
PI656037	0.0112128	0.0328249	0.072376
PI656038	0.00907459	0.0311737	0.0743951
PI656039	0.0202511	0.0389619	-0.0116041
PI656040	0.0212754	0.0360462	0.00632496
PI656041	-0.00895649	-0.0470542	-0.0336745
PI656042	-0.0116893	-0.0876089	-0.0448222
PI656046	0.0189397	0.0292268	-0.0147579
PI656047	-0.00750431	-0.0592221	-0.0268403
PI656048	-0.0108241	-0.0732565	-0.0379431
PI656049	0.0245929	0.0465825	0.000611846
PI656050	0.0153256	0.0290901	-0.0147098
PI656052	0.0176166	0.0321205	0.000607682
PI656053	0.0227166	0.0411549	-0.010308
PI656054	0.0230937	0.0417879	-0.0091382
PI656055	-0.0283328	-0.0419593	-0.0393591
PI656057	0.00889781	0.0267372	0.0722655
PI656058	0.0236148	0.0418314	0.00602673
PI656059	0.0181107	0.0354247	-0.00746944
PI656060	0.0237048	0.0404065	0.00837083
PI656061	0.0201124	0.0445719	-0.0187761
PI656062	0.0202687	0.0500758	-0.019198
PI656063	0.00841996	0.0279843	0.0737459
PI656066	0.017519	0.0218682	-0.0180738
PI656067	-0.00625541	-0.0549132	-0.0269041
PI656068	-0.00948416	-0.0707011	-0.0364741
PI656069	0.0110313	0.0320072	0.0715646
PI656070	0.0217887	0.0377078	-0.00312275
PI656071	0.0239319	0.0432088	-0.00164341
PI656073	0.0168321	0.0245101	0.00017517
PI656074	0.0185223	0.0230356	-0.000369473
PI656075	0.0149355	0.0200864	-0.00475696
PI656076	0.0238238	0.0426079	-0.0037365
PI656077	0.00889799	0.0298305	0.0756999
PI656078	-0.00478673	-0.058004	-0.0324599
PI656079	-0.362985	0.123529	-0.011939
PI656080	-0.032492	-0.0447587	-0.0442999
PI656081	0.0126034	0.0374625	-0.00948992
PI656082	-0.493415	0.200922	-0.0546797
PI656085	-0.0134908	-0.0814001	-0.0334555
PI656086	0.0230035	0.0412345	0.00849083
PI656087	0.0141264	0.0138981	-0.00278095
PI656088	0.0202824	0.0327472	-0.000295279
PI656089	-0.0108284	-0.0775846	-0.0382417
PI656090	-0.00663469	-0.0651687	-0.0358546
PI656091	0.00398291	0.0250144	-0.000630974
PI656092	-0.00746227	-0.0667059	-0.0362862
PI656093	-0.0136621	-0.0873191	-0.041013
PI656094	0.00106359	0.0199444	-0.0213962
PI656095	-0.0282732	-0.0539868	-0.0441257
PI656096	-0.0209394	-0.0449269	-0.035318
PI656098	-0.0177673	-0.0511153	-0.0395754
PI656099	0.0186649	0.0320018	-0.00557062
PI656100	-0.00311241	-0.0552301	-0.0317477
PI656101	-0.00776796	-0.06822	-0.0347387
PI656102	0.0188809	0.0237945	-0.000626346
PI656103	0.0184798	0.0339328	-0.00975302
PI656104	-0.0112482	-0.0694295	-0.0308617
PI656105	-0.011969	-0.0636464	-0.0231716
PI656106	0.0239024	0.0431493	0.00459613
PI656107	0.0242123	0.0443154	0.00371758
PI656108	0.00840426	0.0169333	0.0395709
PI656109	-0.0121895	-0.0764047	-0.0421819
PI656110	0.0143981	0.0269342	-0.00260061
PI656111	-0.0247912	-0.0721291	-0.0238451
PI656112	0.0092867	0.0271465	-0.0104608
PI656113	0.0197323	0.0297788	-0.00756659
PI656114	-0.00863066	-0.0636432	-0.034325
PI656115	0.00648913	-0.018757	-0.0203979
PI656116	0.0185431	0.0255851	-0.00777858
PI656118	-0.011032	-0.00323253	-0.0206378
PI656119	0.0223421	0.0417501	0.00756842
PI656120	-0.0109017	-0.035788	-0.0292387
PI656121	0.0229927	0.040277	0.00389062
PI152651	-0.00728616	-0.0257839	-0.0244036
PI329435	0.0179539	0.0219778	-0.00182408
PI329440	0.0165425	0.0294458	-0.00447495
PI533902	0.0193784	0.0383237	-0.00870948
PI564163	-0.0198839	-0.0346692	0.0710823
PI566819	0.024477	0.04466	-0.00730225
PI641824	0.0194378	0.0388366	-0.0113628
PI653617	-0.0031117	-0.0389116	-0.0249021
PI655978	0.0168404	0.0264555	-0.0137858
PI655981	-0.0130773	-0.0541101	-0.0355145
PI656015	-0.0352472	-0.0499036	-0.0462577
PI533752	0.0184425	0.0227298	-0.00113273
PI533759	0.021749	0.0387668	0.00451049
PI533839	0.0213414	0.0340218	0.00303349
PI533845	-0.245213	0.0317591	-0.065612
PI533863	0.0144922	0.0323427	-0.0119526
PI533937	0.0150515	0.0171055	-0.00594006
PI533954	0.0204724	0.042415	-0.013436
PI533964	0.0154954	0.0400603	-0.0088992
PI534046	0.0232188	0.0418621	0.00773541
PI534138	0.00251303	0.0174071	0.0666307
PI534139	0.0150479	0.0216957	-0.00474853
PI540816	0.0160823	0.0264697	-0.00258294
PI576366	-0.0102077	-0.0493136	-0.0313961
PI597961	0.0190311	0.0275459	-0.00133826
PI597967	0.0208019	0.035475	0.00437517
PI629059	0.0224974	0.0399935	0.0093098
PI642791	0.0180252	0.040874	-0.0134036
PI642793	0.00579288	0.0203753	0.0655186
PI655986	-0.0045514	-0.0573235	-0.0411524
PI655988	-0.00433085	-0.0608335	-0.0436091
PI655995	0.0230787	0.0429346	-0.0172898
PI656003	-0.0442751	-0.102958	0.0693945
PI656005	0.0174817	0.0287188	-0.0136052
PI656018	0.0195791	0.033896	-0.0183041
PI656023	0.0207709	0.0352799	-0.019857
PI656043	0.0198458	0.0391609	-0.0101387
PI656044	0.0099447	0.0328971	0.0783958
PI656051	0.0244948	0.0451718	0.00999686
PI656056	0.00680321	0.0290544	0.0777221
PI656064	0.00901557	0.0306439	0.0782815
PI656072	-0.0150426	-0.0875718	-0.0409049
PI656097	-0.0123845	-0.0855821	-0.0410055
PI276837	-0.00895948	-0.0736347	-0.0370724
PI533792	0.00962572	0.0307799	0.0774937
PI576399	-0.00178348	0.0196881	0.0688112
PI576401	0.0168568	0.0296396	-0.00609866
PI653616	-0.0124183	-0.0786402	-0.0419967
PI656026	0.0202226	0.036745	-0.00973267
PI656035	0.0215998	0.0385841	0.00541307
PI656065	0.0173278	0.0317602	0.000905526
PI534155	0.0179771	0.0211062	-0.00109657
PI642998	-0.0159957	-0.0851359	-0.0328354
PI533921	-0.0547766	-0.0979703	0.175727
PI533987	-0.00472589	-0.0481197	-0.0230058
PI562730	0.0188093	0.0286963	-0.000679253
PI576349	-0.0393604	-0.0783437	0.104912
PI656083	-0.0544612	-0.0689138	0.266661
PI659694	0.016156	0.0345469	-0.00422799
PI533972	0.0208313	0.0371309	0.00270647
PI565121	0.0149323	0.0299355	-0.00452617
PI655972	0.0246428	0.0454752	0.00671046
PI659753	0.0217035	0.0375467	0.0067471
PI534157	0.020522	0.0393812	-0.0137996
PI542718	-0.00948402	-0.068682	-0.0368265
PI561072	0.00803577	0.0267436	0.0786715
PI595699	-0.0121432	-0.0744448	-0.0323434
PI595741	0.016868	0.034845	-0.0150591
PI17548	-0.0111232	-0.0762541	-0.0387623
PI24969	-0.0280656	-0.0486447	-0.0427934
PI533855	-0.00523808	-0.0451559	-0.0311528
PI533991	-0.0106031	-0.0841197	-0.0436161
PI659691	0.0114148	0.0281011	-0.0108377
PI659695	0.0240337	0.0432683	-0.00205961
PI659696	0.0235884	0.0425158	0.0084623
PI533831	-0.0110394	-0.0494424	0.0386681
PI533838	0.0223901	0.0402221	0.00452782
